state,StateAbbreviation,StateFIPS,election,year,wave,numresponses,contacted,responserate,OVERALLINTEGRITY,PEIIndexp,PEIIndexp_lci,PEIIndexp_hci,PEIIndexi,PEIIndexi_lci,PEIIndexi_hci,PEIIndex_rank,PEItype,ratingstate,ratingstate_lci,ratingstate_hci,ratingcountry,ratingcountry_lci,ratingcountry_hci,LAWS,lawsunfair,lawsunfair2,favoredincumbent,favoredincumbent2,citizens,citizens2,laws,lawsi,PROCEDURES,managed,votinginfo,fairofficials,legalelections,procedures,proceduresi,BOUNDARIES,bdiscrim,bdiscrim2,bfavored,bfavored2,bimpartial,boundaries,boundariesi,VOTERREGISTRATION,reglisted,reglisted2,reginaccurate,reginaccurate2,ineligible,ineligible2,votereg,voteregi,PARTYREGISTRATION,oppprevent,oppprevent2,womenopp,minorityopp,leaderselect,leaderselect2,rallies,rallies2,partyreg,partyregi,MEDIACOVERAGE,newspapers,tv,tv2,fairaccess,faircoverage,socialmedia,media,mediai,CAMPAIGNFINANCE,subsidies,donations,accounts,rich,rich2,resources,resources2,finance,financei,VOTINGPROCESS,violence,violence2,fraudulent,fraudulent2,easy,choice,postal,disabled,expats,internet,voting,votingi,VOTECOUNT,secure,delay,faircount,intlmonitors,intlmonitors2,domesticmonitors,domesticmonitors2,count,counti,VOTINGRESULTS,challenged,challenged2,protestspeace,protestspeace2,protestsviolent,protestsviolent2,disputes,results,resultsi,ELECTIONAUTHORITIES,impartial,info,scrutiny,performance,EMBs,EMBsi,GENERALQUESTIONS,familiarity,important,ORGCONFIDENCE,courts,government,parliament,police,electoralauth,BACKGROUND,employment,public,university,nonprofit,agency,private,occupation,agegroup,sex,education,born,lived,rep,candidate,activist,monitor,monitorint,ngo,voted,norole,official,citizen,supported,leftrightscale,partyid,difficulty,VIGNETTES,vignetteA,vignetteB,vignetteC,EXTRA,rigged,rigged2,machinesaccurate,recordssecure,waited,waited2,multiple,multiple2,regrestrictive,regrestrictive2,obsintimidate,obsintimidate2,popularwill,timely,disinformation,disinformation2,hack,hack2,meddle,meddle2,countdispute,countdispute2,illegalvote,illegalvote2,legalcount,votersuppress,votersuppress2,design,candidatethreat,candidatethreat2,sufficient,audit,SUBFIELD,elections,ampol,statepol,comparative,inter,polcomm,theory,publicadmin,publicpol,methods,socio
Maine,ME,213,USA_06112018_L1,2018,2018,14,38,0.368421047925949,,88.7755126953125,,,79.0962066650391,76.4726867675781,81.7197265625,3,5,9.5,9.11710834503174,9.88289165496826,7.07142877578735,6.25749921798706,7.88535833358765,,1.85714280605316,4.14285707473755,1.85714280605316,4.14285707473755,1.28571426868439,4.7142858505249,83.3333358764648,83.3333358764648,,4.2857141494751,4.5,4.85714292526245,4.85714292526245,90.625,90.625,,1.92307686805725,4.07692289352417,2.16666674613953,3.83333325386047,3.53846144676208,70.1388854980469,66.726188659668,,2.14285707473755,3.85714292526245,2,4,1.33333337306976,4.66666650772095,79.1666717529297,70.6547622680664,,1.42857146263123,4.57142877578735,4.85714292526245,4.64285707473755,1.30769228935242,4.692307472229,1.23076927661896,4.76923084259033,93.75,92.125,,4.14285707473755,2.14285707473755,3.85714292526245,4.42857122421265,4.42857122421265,2.75,73.125,72.6071395874023,,4.1538462638855,3.92307686805725,3.72727274894714,2.07142853736877,3.92857146263123,2.22222232818604,3.77777767181396,72.1428604125977,70.5178604125977,,1.15384614467621,4.8461537361145,1.18181812763214,4.81818199157715,4.07142877578735,4.5,4.64285707473755,4.40000009536743,4.63636350631714,1.36363637447357,83.59375,77.9464263916016,,4.692307472229,3.92857146263123,4.7857141494751,1.66666662693024,4.33333349227905,1,5,90,84.2321395874023,,4.57142877578735,1.42857146263123,2.18181824684143,3.81818175315857,1.08333337306976,4.91666650772095,4.5,67.613639831543,65.9151763916016,,4.7142858505249,4.692307472229,4.692307472229,4.64285707473755,93.2291641235352,91.6071395874023,,9.07692337036133,1.85714280605316,,7.85714292526245,6.35714292526245,6.09090900421143,5.92857122421265,7.64285707473755,,1.21428573131561,0.214285716414452,1,0.0714285746216774,0,0.0714285746216774,6,4.2142858505249,1.28571426868439,5,0,3.5,0,0,0,0,0,0,0.928571403026581,0.0714285746216774,0,1,2.35714292526245,3.64285707473755,6,8.2142858505249,,6.5,5.07142877578735,5.85714292526245,,1.07142853736877,4.92857122421265,4.7857141494751,4.57142877578735,2.63636374473572,3.36363625526428,1,5,1.23076927661896,4.76923084259033,1.75,4.25,4.83333349227905,4.23076915740967,2.5,3.5,1.39999997615814,4.59999990463257,1.33333337306976,4.66666650772095,4.38461542129517,1.61538457870483,1.07692313194275,4.92307710647583,4.76923084259033,1.38461542129517,4.61538457870483,4.23076915740967,1.07692313194275,4.92307710647583,4.59999990463257,4.41666650772095,,0.5,0.857142865657806,0.357142865657806,0.0714285746216774,0.0714285746216774,0.142857149243355,0.28571429848671,0.0714285746216774,0.0714285746216774,0.214285716414452,0
Michigan,MI,110,USA_06112018_L1,2018,2018,15,129,0.116279073059559,,58.673469543457,,,62.8316345214844,59.6529731750488,66.0102920532227,34,4,7.73333311080933,7.11126327514648,8.35540294647217,5.93333339691162,5.15811491012573,6.70855188369751,,3.21428561210632,2.78571438789368,3.93333339691162,2.06666660308838,3.66666674613953,2.33333325386047,36.3095245361328,34.6388893127441,,4,3.73333334922791,4.38461542129517,4.40000009536743,79.3269195556641,77.8958358764648,,4.57142877578735,1.42857146263123,4.64285707473755,1.35714280605316,1.5,10.7142858505249,16.6666660308838,,3.16666674613953,2.83333325386047,2.59999990463257,3.40000009536743,1.79999995231628,4.19999980926514,68.75,64.25,,1.66666662693024,4.33333349227905,4.2857141494751,4.14285707473755,1.88888883590698,4.11111116409302,1.5,4.5,86.875,82.0166702270508,,3.66666674613953,2.54545450210571,3.45454549789429,3.70000004768372,3.79999995231628,3.16666674613953,61.6666679382324,64.7333297729492,,2.83333325386047,3.41666674613953,2.88888883590698,3.33333325386047,2.66666674613953,3.375,2.625,46.25,53.0833320617676,,1.90909087657928,4.09090900421143,1.60000002384186,4.40000009536743,3.66666674613953,4,4.26666688919067,4,4.16666650772095,1.5,63.28125,71.2708358764648,,4.18181800842285,4.2142858505249,4.307692527771,2.25,3.75,2.125,3.875,75,78.8000030517578,,2.1538462638855,3.8461537361145,2.28571438789368,3.71428561210632,1.53333330154419,4.46666669845581,3.85714292526245,73.863639831543,75,,3.73333334922791,3.53846144676208,3.46153855323792,3.86666655540466,66.1458358764648,67.1458358764648,,7.7857141494751,1.92857146263123,,5.73333311080933,5,3.21428561210632,5.33333349227905,6,,1.13333332538605,0.133333340287209,0.866666674613953,0,0,0,5.7857141494751,4.06666660308838,1.39999997615814,5,0.0714285746216774,3.92857146263123,0.0666666701436043,0.0666666701436043,0,0,0,0,0.866666674613953,0,0,1,2,3.20000004768372,6.13333320617676,8,,5.59999990463257,5.26666688919067,6.33333349227905,,1.79999995231628,4.19999980926514,4.38461542129517,4.16666650772095,3.90000009536743,2.09999990463257,1.23076927661896,4.76923084259033,3.85714292526245,2.14285707473755,2,4,3.35714292526245,4.14285707473755,4,2,2.40000009536743,3.59999990463257,2,4,1.92857146263123,4.07142877578735,1.35714280605316,4.64285707473755,4,2.33333325386047,3.66666674613953,3.61538457870483,1.27272725105286,4.72727251052856,3.66666674613953,3.5,,0.333333343267441,0.666666686534882,0.200000002980232,0.400000005960464,0.133333340287209,0.133333340287209,0.0666666701436043,0.133333340287209,0.333333343267441,0.333333343267441,0
Minnesota,MN,215,USA_06112018_L1,2018,2018,11,52,0.211538463830948,,70.1530609130859,69.241569519043,71.0645523071289,76.1479568481445,73.1950149536133,79.1008987426758,4,5,9,8.54804229736328,9.45195770263672,6.45454549789429,5.56878757476807,7.34030342102051,,2.59999990463257,3.40000009536743,2.27272725105286,3.72727274894714,1.72727274894714,4.27272748947144,70,69.3181838989258,,4.54545450210571,4.36363649368286,4.63636350631714,4.54545450210571,88.0681838989258,88.0681838989258,,2.5,3.5,2.90000009536743,3.09999990463257,3,55,54.4318161010742,,2.5,3.5,2.22222232818604,3.77777767181396,2.14285707473755,3.85714292526245,65.476188659668,68.6742401123047,,1.36363637447357,4.63636350631714,4.18181800842285,4.09090900421143,1.70000004768372,4.30000019073486,1.11111116409302,4.88888883590698,85.5555572509766,85.1590881347656,,4,1.63636362552643,4.36363649368286,3.81818175315857,3.81818175315857,2.83333325386047,68.3333358764648,68.613639831543,,3.55555558204651,3.90000009536743,3.90000009536743,2.63636374473572,3.36363625526428,1.70000004768372,4.30000019073486,69.375,69.7727279663086,,1.27272725105286,4.72727251052856,1.77777779102325,4.22222232818604,4.36363649368286,4.09090900421143,4.18181800842285,4,4.22222232818604,1.625,72.5,73.5085220336914,,4.54545450210571,4.54545450210571,4.5,1.57142853736877,4.42857122421265,1.39999997615814,4.59999990463257,86.6666641235352,87.1590881347656,,1.90909087657928,4.09090900421143,2.40000009536743,3.59999990463257,1.20000004768372,4.80000019073486,4.59999990463257,81.25,81.5056838989258,,4.45454549789429,4.18181800842285,4.27272748947144,4.45454549789429,83.5227279663086,83.5227279663086,,8.54545497894287,2.45454549789429,,7.09090900421143,6.54545450210571,5.19999980926514,4.45454549789429,6.63636350631714,,1.90909087657928,0.0909090936183929,1,0,0,0,6,4.72727251052856,1.18181812763214,5,0,3.81818175315857,0,0,0,0,0,0.0909090936183929,0.818181812763214,0.181818187236786,0,1,2.45454549789429,3,5.81818199157715,8.09090900421143,,6.18181800842285,6.63636350631714,6.81818199157715,,1.36363637447357,4.63636350631714,4.54545450210571,4.54545450210571,2.5,3.5,1.39999997615814,4.59999990463257,1.63636362552643,4.36363649368286,1.81818187236786,4.18181800842285,4.54545450210571,4.59999990463257,3.11111116409302,2.88888883590698,3,3,2.70000004768372,3.29999995231628,1.70000004768372,4.30000019073486,1.39999997615814,4.59999990463257,4.22222232818604,1.79999995231628,4.19999980926514,4.40000009536743,1.70000004768372,4.30000019073486,4.19999980926514,3.875,,0.818181812763214,1,0.363636374473572,0.272727280855179,0,0.181818187236786,0,0.0909090936183929,0.272727280855179,0.454545468091965,0
Missouri,MO,216,USA_06112018_L1,2018,2018,13,65,0.200000002980232,,54.8469390869141,50.5980606079102,59.095817565918,62.9294204711914,56.3276214599609,69.5312194824219,33,4,7.83333349227905,6.86574935913086,8.80091762542725,6.38461542129517,5.31894636154175,7.45028448104858,,3.61538457870483,2.38461542129517,3.53846144676208,2.46153855323792,2.92307686805725,3.07692313194275,41.0256423950195,41.0256423950195,,3.8461537361145,3.92307686805725,4,4.23076915740967,75,75,,3.92307686805725,2.07692313194275,4.07692289352417,1.92307686805725,2.23076915740967,26.9230766296387,26.9230766296387,,3.09999990463257,2.90000009536743,2.79999995231628,3.20000004768372,2.70000004768372,3.29999995231628,53.3333320617676,56.8910255432129,,1.75,4.25,4.07692289352417,3.8461537361145,1.91666662693024,4.08333349227905,1.5,4.5,78.75,78.8846130371094,,3.41666674613953,3.09090900421143,2.90909099578857,3.58333325386047,3.5,2.40000009536743,55,59.75,,2.57142853736877,3.5,2.91666674613953,3.07692313194275,2.92307686805725,2.90909099578857,3.09090900421143,42.1428565979004,51.5576934814453,,2,4,2,4,3.61538457870483,3.76923084259033,3.45454549789429,3.91666674613953,3.91666674613953,1.44444441795349,60.9375,66.0096130371094,,4,4.1538462638855,4.1538462638855,2.16666674613953,3.83333325386047,2.14285707473755,3.85714292526245,72.5,77.6923065185547,,1.61538457870483,4.38461542129517,1.66666662693024,4.33333349227905,1.08333337306976,4.91666650772095,3.8461537361145,84.375,83.774040222168,,3.53846144676208,3.53846144676208,3.53846144676208,3.92307686805725,65.8653869628906,65.8653869628906,,8.5,2.07692313194275,,6.307692527771,4.92307710647583,4.25,4.92307710647583,6.38461542129517,,1.23076927661896,0.0769230797886848,1,0.15384615957737,0.0769230797886848,0.15384615957737,5.92307710647583,4.07692289352417,1.15384614467621,5,0.230769231915474,4,0,0,0,0,0,0.0769230797886848,0.923076927661896,0.0769230797886848,0,1,1.61538457870483,3.90909099578857,5.23076915740967,8,,4.38461542129517,6.61538457870483,7.92307710647583,,1.53846156597137,4.46153831481934,4.1538462638855,4.23076915740967,3,3,1.36363637447357,4.63636350631714,3.07692313194275,2.92307686805725,1.72727274894714,4.27272748947144,3.69230771064758,4.1538462638855,3.41666674613953,2.58333325386047,3,3,2,4,1.76923072338104,4.23076915740967,1.30769228935242,4.692307472229,3.91666674613953,2.07692313194275,3.92307686805725,3.69230771064758,1.15384614467621,4.8461537361145,4.25,4.125,,0.769230782985687,0.538461565971375,0.15384615957737,0.538461565971375,0.0769230797886848,0.15384615957737,0.230769231915474,0,0.15384615957737,0.461538463830948,0
Mississippi,MS,111,USA_06112018_L1,2018,2018,4,20,0.200000002980232,,,,,60.9693870544434,53.2554588317871,68.6833190917969,41,4,6.75,4.89196109771729,8.60803890228271,6.25,4.81892347335815,7.68107652664185,,3.25,2.75,4,2,4.5,1.5,27.0833320617676,27.0833320617676,,3.5,3.25,4,3.33333325386047,60.4166679382324,63.28125,,3.75,2.25,4,2,2.5,31.25,31.25,,4.25,1.75,3.5,2.5,1.33333337306976,4.66666650772095,50,47.1875,,2,4,3.75,3.75,3.25,2.75,1,5,70,68.625,,3.75,3,3,4.33333349227905,3,3.5,70,59.875,,,3.25,3.5,3,3,1.5,4.5,,54.375,,1.33333337306976,4.66666650772095,2,4,3.25,4,4,4.66666650772095,4.33333349227905,1,,67.1484375,,4.25,4.25,4.33333349227905,2,4,2,4,75,76.375,,1.75,4.25,1.66666662693024,4.33333349227905,1,5,4,81.25,83.515625,,3.66666674613953,3,3.75,3.75,64.5833358764648,62.578125,,8.5,1,,4.5,3.25,3.33333325386047,4.5,5.25,,1,0,1,0,0,0,6,2.25,1.25,5,0,2.75,0,0,0,0,0,0,0.75,0.25,0,0.75,2.5,1.75,7,9,,3.75,5,6,,1.75,4.25,4.5,4.25,3.33333325386047,2.66666674613953,1.5,4.5,2.66666674613953,3.33333325386047,1.75,4.25,4.5,4.75,4,2,3,3,1.5,4.5,1.25,4.75,1.25,4.75,3.5,2.75,3.25,4.25,1.5,4.5,2.5,2,,0.5,1,0.25,0,0,0,0,0.25,0.25,0.5,0
Montana,MT,112,USA_06112018_L1,2018,2018,9,40,0.224999994039536,,51.5306129455566,,,65.3628158569336,61.5140342712402,69.2116012573242,25,4,8.33333301544189,7.3657488822937,9.30091762542725,5.77777767181396,4.7793288230896,6.77622652053833,,3.55555558204651,2.44444441795349,3.66666674613953,2.33333325386047,2.88888883590698,3.11111116409302,40.7407417297363,40.7407417297363,,4.11111116409302,4.22222232818604,4.125,4.5,79.4642868041992,81.0763854980469,,3.375,2.625,3.5,2.5,2.14285707473755,33.3333320617676,35.0925903320312,,2.75,3.25,2.20000004768372,3.79999995231628,2,4,66.6666641235352,67.4537048339844,,3,3,4.11111116409302,3.44444441795349,1.75,4.25,1.33333337306976,4.66666650772095,70,73.6111145019531,,3.22222232818604,2.33333325386047,3.66666674613953,3.875,3.77777767181396,2,57,59.1944427490234,,2.66666674613953,2.875,2.25,3.44444441795349,2.55555558204651,2.66666674613953,3.33333325386047,44,46.1944427490234,,1.33333337306976,4.66666650772095,2,4,4.33333349227905,4.33333349227905,4.77777767181396,4.66666650772095,4.42857122421265,1.14285719394684,71.875,75.5902786254883,,4.44444465637207,3.22222232818604,4.22222232818604,2.33333325386047,3.66666674613953,2.16666674613953,3.83333325386047,70,73.6111145019531,,2.625,3.375,1.875,4.125,1.55555558204651,4.44444465637207,4.2857141494751,73.9583358764648,75.7638854980469,,3.77777767181396,4.11111116409302,3.66666674613953,3.55555558204651,69.4444427490234,69.4444427490234,,9,3.11111116409302,,7.22222232818604,5.88888883590698,5,5.44444465637207,6.44444465637207,,1,0.222222223877907,0.777777791023254,0.222222223877907,0,0.111111111938953,6,3.77777767181396,1.33333337306976,4.88888883590698,0.222222223877907,3.66666674613953,0,0,0,0,0,0,0.888888895511627,0.111111111938953,0.111111111938953,1,2,2.77777767181396,5.66666650772095,8,,5.44444465637207,5.88888883590698,6.66666650772095,,1.66666662693024,4.33333349227905,4.22222232818604,4.44444465637207,3,3,1.44444441795349,4.55555534362793,2.22222232818604,3.77777767181396,1.71428573131561,4.2857141494751,3.55555558204651,3.66666674613953,3.75,2.25,2.57142853736877,3.42857146263123,1.875,4.125,2.55555558204651,3.44444441795349,1.33333337306976,4.66666650772095,3.875,2.55555558204651,3.44444441795349,3.88888883590698,1.66666662693024,4.33333349227905,4,3.66666674613953,,0.555555582046509,0.666666686534882,0.666666686534882,0,0.111111111938953,0.222222223877907,0.222222223877907,0.333333343267441,0.555555582046509,0.222222223877907,0
North Carolina,NC,220,USA_06112018_L1,2018,2018,22,111,0.198198199272156,,40.0510177612305,39.1486892700195,40.9533462524414,57.7933654785156,53.3595237731934,62.2272071838379,46,3,5.36363649368286,4.31439208984375,6.41288089752197,6.63636350631714,5.71022081375122,7.56250619888306,,3.36363625526428,2.63636374473572,4.1904764175415,1.80952382087708,3.95454549789429,2.04545450210571,28.5714282989502,29.1856060028076,,2.95454549789429,3.63636374473572,4,3.04761910438538,60.4166679382324,60.5255699157715,,4.90909099578857,1.09090912342072,4.68181800842285,1.31818187236786,1.27272725105286,5.68181800842285,5.68181800842285,,3.27777767181396,2.72222232818604,3.05555558204651,2.94444441795349,2.125,3.875,55.5555534362793,54.450756072998,,1.95000004768372,4.05000019073486,3.80952382087708,3.66666674613953,2.45000004768372,3.54999995231628,1.63157892227173,4.36842107772827,74.7222213745117,71.9545440673828,,4.14285707473755,2,4,4,4.19999980926514,3.05555558204651,71.5625,71.0681838989258,,3.29999995231628,3.2380952835083,2.66666674613953,3.77272725105286,2.22727274894714,2.66666674613953,3.33333325386047,41.6666679382324,47.9659080505371,,1.52941179275513,4.47058820724487,3.95238089561462,2.04761910438538,3.68181824684143,4.22727251052856,4.40000009536743,4.27777767181396,4.05263137817383,1.29999995231628,65.3645858764648,63.8636360168457,,3.78947377204895,3.7619047164917,3.71428561210632,2,4,1.66666662693024,4.33333349227905,68.75,72.0568161010742,,4.38095235824585,1.61904764175415,2.90476179122925,3.09523820877075,1.52380955219269,4.4761905670166,4,57.3529396057129,58.0255699157715,,3.59999990463257,3.77272725105286,3.78947377204895,3.40000009536743,65.2777786254883,65.894889831543,,8.61904716491699,2.14285707473755,,6.59090900421143,5.13636350631714,3.16666674613953,5.61904764175415,6.13636350631714,,1.31818187236786,0,1,0.0454545468091965,0,0.0909090936183929,6,4.31818199157715,1.27272725105286,5,0.0454545468091965,4,0,0,0,0,0,0,0.954545438289642,0.0454545468091965,0,1,1.13636362552643,2.95454549789429,6.36363649368286,8.04545497894287,,5.31818199157715,5.27272748947144,6.63636350631714,,2.61904764175415,3.38095235824585,4,3.95000004768372,3.52631568908691,2.47368431091309,1.79999995231628,4.19999980926514,3.13636374473572,2.86363625526428,2.15789484977722,3.84210515022278,2,3.90476179122925,3.63157892227173,2.36842107772827,2.70588231086731,3.29411768913269,2,4,4,2,2.5,3.5,3.40000009536743,3.09090900421143,2.90909099578857,3.95238089561462,1.38888883590698,4.61111116409302,4.46153831481934,4.70588254928589,,0.727272748947144,0.681818187236786,0.181818187236786,0.5,0.181818187236786,0.227272734045982,0,0.181818187236786,0.272727280855179,0.409090906381607,0
North Dakota,ND,116,USA_06112018_L1,2018,2018,5,30,0.16666667163372,,,,,63.2704086303711,55.2914085388184,71.2494049072266,32,4,7,5.59783744812012,8.40216255187988,6,4.94006443023682,7.05993556976318,,2.79999995231628,3.20000004768372,3.20000004768372,2.79999995231628,4.19999980926514,1.79999995231628,40,40,,3.40000009536743,3,4.19999980926514,4.19999980926514,67.5,67.5,,3,3,2.40000009536743,3.59999990463257,2.79999995231628,53.3333320617676,53.3333320617676,,,,,,,,,60.1666679382324,,1.79999995231628,4.19999980926514,3.79999995231628,3,2,4,1.39999997615814,4.59999990463257,73,73,,3,3.40000009536743,2.59999990463257,4,3,2.5,47.5,50.3499984741211,,4,3.59999990463257,2.40000009536743,4,2,2.40000009536743,3.59999990463257,60,50.5999984741211,,1.79999995231628,4.19999980926514,1.25,4.75,3.20000004768372,3.40000009536743,4.59999990463257,3.75,4.66666650772095,1.25,66.6666641235352,67.90625,,4.19999980926514,4,4.19999980926514,2,4,2,4,71.6666641235352,77.5999984741211,,1.79999995231628,4.19999980926514,2.40000009536743,3.59999990463257,1,5,4.66666650772095,79.1666641235352,83.4375,,3.20000004768372,3.20000004768372,3.59999990463257,3.40000009536743,58.75,58.75,,9,2.40000009536743,,7.19999980926514,5,5.66666650772095,4.40000009536743,5.59999990463257,,1,0.400000005960464,1,0,0,0,6,3.20000004768372,1.20000004768372,5,0.400000005960464,3.59999990463257,0,0.200000002980232,0,0,0,0,1,0,0,1,3,3.40000009536743,5.40000009536743,7.80000019073486,,7.19999980926514,8,8.80000019073486,,1.39999997615814,4.59999990463257,4.80000019073486,4.59999990463257,2.5,3.5,1.39999997615814,4.59999990463257,1.66666662693024,4.33333349227905,2.75,3.25,4.19999980926514,4.40000009536743,4,2,3.33333325386047,2.66666674613953,2.59999990463257,3.40000009536743,1.39999997615814,4.59999990463257,1.39999997615814,4.59999990463257,4.40000009536743,3.59999990463257,2.40000009536743,4,1.79999995231628,4.19999980926514,4,4,,0.400000005960464,0.600000023841858,0.600000023841858,0,0,0.200000002980232,0.400000005960464,0.200000002980232,0.600000023841858,0.400000005960464,0.200000002980232
Nebraska,NE,217,USA_06112018_L1,2018,2018,7,43,0.162790700793266,,39.7959175109863,,,59.6792984008789,53.7884140014648,65.570182800293,44,3,8.2857141494751,7.3380823135376,9.2333459854126,6.2857141494751,5.26996231079102,7.30146598815918,,3.5,2.5,4,2,3,3,38.8888893127441,37.6190490722656,,4,3.57142853736877,3.85714292526245,4,71.4285736083984,71.4285736083984,,4.2857141494751,1.71428573131561,4.14285707473755,1.85714280605316,1.71428573131561,19.0476188659668,19.0476188659668,,4,2,2,4,3,3,50,55.8333320617676,,2.79999995231628,3.20000004768372,3.57142853736877,3.57142853736877,2.33333325386047,3.66666674613953,2,4,65,66.5714263916016,,3,3.75,2.25,3.33333325386047,3.5,3.5,45,52.6785697937012,,2.75,3.25,2.59999990463257,3.85714292526245,2.14285707473755,2.59999990463257,3.40000009536743,35,46.3214302062988,,2.20000004768372,3.79999995231628,2.20000004768372,3.79999995231628,3.28571438789368,4.14285707473755,3.85714292526245,3.59999990463257,3.59999990463257,1.79999995231628,59.375,63.2142868041992,,4,4.14285707473755,4,2,4,2.40000009536743,3.59999990463257,76.6666641235352,75,,1.85714280605316,4.14285707473755,1.85714280605316,4.14285707473755,1.71428573131561,4.2857141494751,4,83.3333358764648,79.3303604125977,,3.71428561210632,3.5,3.83333325386047,3.85714292526245,66.25,68.7946395874023,,6.42857122421265,2.28571438789368,,5.14285707473755,4.14285707473755,4.42857122421265,5.14285707473755,6.2857141494751,,1.28571426868439,0,1,0,0,0,6,3.28571438789368,1.14285719394684,5,0,3.57142853736877,0,0,0,0,0,0,1,0,0,1,1.28571426868439,2.57142853736877,6.57142877578735,9.14285755157471,,6,6.42857122421265,6.85714292526245,,1.85714280605316,4.14285707473755,4,3.83333325386047,2.20000004768372,3.79999995231628,2,4,3.85714292526245,2.14285707473755,2.20000004768372,3.79999995231628,3.57142853736877,4.14285707473755,4,2,3,3,2.5,3.5,2,4,1.5,4.5,4.40000009536743,2.5,3.5,4.16666650772095,1.71428573131561,4.2857141494751,4.16666650772095,3,,0.571428596973419,0.571428596973419,0.28571429848671,0.142857149243355,0.428571432828903,0.142857149243355,0,0,0.142857149243355,0.28571429848671,0
New Hampshire,NH,218,USA_06112018_L1,2018,2018,5,23,0.217391297221184,,,,,74.2142868041992,65.156982421875,83.2715911865234,6,5,9,8.47003269195557,9.52996730804443,6.19999980926514,4.1202564239502,8.27974319458008,,3.5,2.5,3.25,2.75,2.79999995231628,3.20000004768372,47.9166679382324,47.0833320617676,,4.59999990463257,3.79999995231628,4.80000019073486,4.80000019073486,87.5,87.5,,2.66666674613953,3.33333325386047,2.75,3.25,2.75,63.8888893127441,51.8333320617676,,3.33333325386047,2.66666674613953,2.33333325386047,3.66666674613953,2.5,3.5,55.5555572509766,58.1666679382324,,1.5,4.5,4.80000019073486,4.40000009536743,1.79999995231628,4.19999980926514,2.20000004768372,3.79999995231628,83.75,83.1500015258789,,4.19999980926514,2.5,3.5,3.79999995231628,3.79999995231628,3,58.3333320617676,65.3499984741211,,3.66666674613953,3.59999990463257,3.79999995231628,2.59999990463257,3.40000009536743,2,4,72.5,66.6500015258789,,1.20000004768372,4.80000019073486,2,4,3.40000009536743,4.40000009536743,4.75,4.75,4.5,2,71.875,75.75,,4.59999990463257,4.40000009536743,4.59999990463257,,,2,4,,83.4499969482422,,1.79999995231628,4.19999980926514,1.60000002384186,4.40000009536743,1.20000004768372,4.80000019073486,5,92.1875,89.0625,,4.80000019073486,4.40000009536743,4.59999990463257,4.59999990463257,90,90,,8.80000019073486,3,,7.19999980926514,6.40000009536743,5,6.19999980926514,7.80000019073486,,1,0,1,0.200000002980232,0,0.200000002980232,6,3.59999990463257,1.20000004768372,5,0,2.79999995231628,0,0,0,0,0,0,0.800000011920929,0.200000002980232,0.200000002980232,1,2.59999990463257,4.59999990463257,5.59999990463257,8.60000038146973,,5.19999980926514,3.79999995231628,4.59999990463257,,1.20000004768372,4.80000019073486,4.80000019073486,4.59999990463257,2.75,3.25,2,4,2.20000004768372,3.79999995231628,1.5,4.5,4,4.59999990463257,2.20000004768372,3.79999995231628,1.79999995231628,4.19999980926514,1.60000002384186,4.40000009536743,1.60000002384186,4.40000009536743,1,5,4.40000009536743,1.79999995231628,4.19999980926514,4,1.39999997615814,4.59999990463257,4.40000009536743,4,,0.600000023841858,0.800000011920929,0.200000002980232,0.400000005960464,0.400000005960464,0,0.200000002980232,0,0.200000002980232,0.400000005960464,0
